CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
23504	BIOL	450	10	M	3.000	Effects-Caffeine on Zebrafish	 	TBA	0	-1	Mark W Hurd (P)	01/10-05/04	TBA	 
23533	BIOL	450	11	M	3.000	Glutamate/Drug Addict. Researc	 	TBA	0	-1	Christopher A Korey (P)	01/10-05/04	TBA	 
23568	BIOL	450	12	M	3.000	Shellfish Reef Conservation	 	TBA	0	-1	Maria A Whitehead (P)	01/10-05/04	TBA	 
23569	BIOL	450	13	M	3.000	Plant Cell Biology	 	TBA	0	-1	Mark D Lazzaro (P)	01/10-05/04	TBA	 
23448	BIOL	451	01	M	3.000	Trophic Biology/Inshore Gobies	 	TBA	0	-1	Antony Scott Harold (P)	01/10-05/04	TBA	 
23459	BIOL	451	02	M	2.000	Lucky Strike Hydrothermal Vent	 	TBA	0	-1	Gorka A Sancho (P)	01/10-05/04	TBA	 
23255	BIOL	452	02	M	1.000	Research Seminar in Biology	 	TBA	0	-1	Eric J McElroy (P)	01/10-05/04	TBA	 
22296	BIOL	453	01	M	3.000	Advanced Genetics	W	01:00 pm-04:00 pm	15	7	Agnes J Southgate (P)	01/10-05/04	RHSC 239	 
20360	BIOL	455	01	M	2.000	Seminar in Molecular Biology	W	02:00 pm-05:00 pm	20	-4	Anastasia Maria Zimmerman (P)	01/10-05/04	ECTR 225	 
23168	BIOL	499	16	M	3.000	Neurobiology of Addiction	 	TBA	0	-1	Christopher A Korey (P)	01/10-05/04	TBA	 
23517	BIOL	499	17	M	3.000	Cardiovascular Research	 	TBA	0	-1	Stephanie Dellis (P)	01/10-05/04	TBA	 
23577	BIOL	499	18	M	3.000	Post-Breed Habitat/Gopher Frog	 	TBA	0	-1	Allison Marie Welch (P)	01/10-05/04	TBA	 
23608	BIOL	499	19	M	3.000	Native Plants/Urban Environ.	 	TBA	0	-1	Jean B Everett (P)	01/10-05/04	TBA	 
22778	BIOL	502	01	G	3.000	ST: Marine Genomics	MW	11:00 am-12:30 pm	10	7	Christine A Byrum (P)	01/10-05/04	GMLM 202	 
22779	BIOL	502L	01	G	1.000	ST: Marine Genomics Lab	F	12:30 pm-03:30 pm	10	7	Christine A Byrum (P)	01/10-05/04	GMLA 113	 
20361	BIOL	610	01	G	4.000	Physical Oceanography	MW	09:00 am-11:00 am	16	2	Giacomo R DiTullio (P)	01/10-05/04	GMLM 202	 
20362	BIOL	610L	01	G	0.000	Physical Oceanography	M	02:00 pm-05:00 pm	8	0	Giacomo R DiTullio (P)	01/10-05/04	GMLA 113	 
20363	BIOL	610L	02	G	0.000	Physical Oceanography	W	02:00 pm-05:00 pm	8	2	Giacomo R DiTullio (P)	01/10-05/04	GMLA 113	 
20364	BIOL	611	01	G	4.000	Biometry	TR	09:00 am-10:25 am	16	2	Allan Edgar Strand (P)	01/10-05/04	GMLM 101	 
20365	BIOL	611L	01	G	0.000	Biometry	T	10:30 am-01:30 pm	8	1	Allan Edgar Strand (P)	01/10-05/04	GMLM 101	 
20366	BIOL	611L	02	G	0.000	Biometry	R	10:30 am-01:30 pm	8	1	Allan Edgar Strand (P)	01/10-05/04	GMLM 101	 
20369	BIOL	621	01	G	1.000	Seminar	R	05:30 pm-07:00 pm	16	1	Craig J Plante (P)	01/10-05/04	GMLM 202	 
22427	BIOL	629	01	M	3.000	Conservation Biology	TR	01:40 pm-02:55 pm	3	0	Maria A Whitehead (P)	01/10-05/04	NSCB 140	 
22754	BIOL	630	01	G	4.000	Marine Invertebrate Zoology	T	05:30 pm-08:30 pm	15	11	Derk C. Bergquist (P)	01/10-05/04	GMLM 101	 
22755	BIOL	630L	01	G	0.000	Marine Invertebrate Zoology	R	05:30 pm-08:30 pm	15	11	Derk C. Bergquist (P)	01/10-05/04	GMLM 101	 
20370	BIOL	643	01	G	3.000	Fisheries Science	TR	05:00 pm-06:30 pm	10	8	Marcel J Reichert (P)	01/10-05/04	GMLA 113	 
20372	BIOL	650	01	G	1.000	Seminar In Mar Biol	W	05:30 pm-07:30 pm	10	1	Giacomo R DiTullio (P)	01/10-05/04	GMLM 202	 
23572	BIOL	700	10	M	1.000-4.000	MST: Eval of Gen Structure	 	TBA	0	-1	Thomas W Greig (P)	01/10-05/04	TBA	 
23114	BIOL	900	06	M	1.000-9.000	Continuous Research Enrollment	 	TBA	0	-1	Giacomo R DiTullio (P)	01/10-05/04	TBA	 
